sgg_code,umd_code,sgg_name,umd_name,station_name,line_num,arsno,lat,lon,score,rank
26200,26200121,영도구,동삼동,삼창파크멘션,70,4214,35.07566401,129.0724559,0.2113477631,4
26200,26200121,영도구,동삼동,삼창파크맨션,"113,70",4090,35.07538487,129.0724629,0.2574558214,4
26470,26470101,연제구,거제동,경남아파트,"129-1,31,43,506,52",13027,35.18652495,129.0724725,0.2575169027,4
26200,26200121,영도구,동삼동,동삼삼거리,"101,113,190,30,30(심야),8,88(A)",4083,35.08436208,129.0725055,0.1000913556,5
26200,26200121,영도구,동삼동,동삼주공,"101,113,186,190,30,30(심야),8,88(A)",4074,35.08612267,129.0725128,0.2496543592,4
26260,26260108,동래구,온천동,우장춘기념관,80,6053,35.2124688,129.072522,0.2268634649,4
26230,26230101,부산진구,양정동,상수도사업본부,"110-1,131,141,179,29,86,87,99",5702,35.17443689,129.0725405,0.3841228756,4
26230,26230101,부산진구,양정동,상수도사업본부,"110-1,131,141,179,29,86,87,99",5701,35.17482394,129.0725668,0.3841228756,4
26410,26410103,금정구,청룡동,범어사주차장,90,11165,35.28219622,129.0725808,0.1303158278,5
26200,26200121,영도구,동삼동,KT동삼빌딩,"113,70",4099,35.07315616,129.0726163,0.0921450085,5
26470,26470101,연제구,거제동,대선주조,"10,189",13001,35.19644925,129.0726592,0.2388407460,4
26470,26470101,연제구,거제동,거제리대조연립,54,13125,35.19394238,129.0727146,0.3398112057,4
26290,26290109,남구,문현동,문현삼거리,10,7218,35.14160407,129.0727498,0.2982515080,4
26260,26260108,동래구,온천동,광혜병원,"111-1,121,148,148-1,189,200,307,44,46,50,57",6086,35.20642477,129.0727932,0.3307653598,4
26410,26410103,금정구,청룡동,범어사매표소,90,11084,35.28329915,129.0727979,0.1760738337,5
26260,26260108,동래구,온천동,럭키아파트,"1002(심야),110,131,210",6064,35.20847837,129.0728207,0.2871332824,4
26200,26200121,영도구,동삼동,롯데캐슬블루오션,"113,70",4098,35.07306991,129.0728686,0.4142999049,3
26260,26260108,동래구,온천동,온천초등학교,"1002(심야),110,131,210,77",6051,35.2118109,129.0730189,0.2199541491,4
26470,26470101,연제구,거제동,동해선거제역,"105,54",13014,35.1891764,129.073029,0.1250703204,5
26230,26230101,부산진구,양정동,양정역6번출구,"141(심야),20,5-1,57,62,63",5011,35.1737427,129.0730445,0.2784127986,4
26290,26290109,남구,문현동,문현삼거리,10,7038,35.14167366,129.0730512,0.2539210196,4
26260,26260108,동래구,온천동,럭키아파트,"1002(심야),110,131,210",6065,35.20838319,129.0731009,0.2871332824,4
26260,26260108,동래구,온천동,동래래미안아이파크,"110,131,210",6050,35.2101696,129.0731147,0.4292572697,3
26260,26260108,동래구,온천동,온천초등학교,"1002(심야),110,131,210",6052,35.21197426,129.0732821,0.2105519213,4
26200,26200121,영도구,동삼동,영도교회,17,4169,35.07686376,129.0733005,0.2423263599,4
26470,26470101,연제구,거제동,법원검찰청정문,54,13128,35.19108463,129.0733134,0.2244323732,4
26470,26470101,연제구,거제동,거제리대조연립,"50,54",13124,35.19395661,129.0733257,0.1950906834,5
26470,26470101,연제구,거제동,법원검찰청정문,"50,54",13129,35.19083614,129.0734197,0.2278300008,4
26200,26200121,영도구,동삼동,영도교회,17,4168,35.07690816,129.0735132,0.2423263599,4
26410,26410103,금정구,청룡동,상마마을.범어사박물관,90,11166,35.27930148,129.0735527,0.1081746559,5
26200,26200121,영도구,동삼동,동삼초등학교,17,4171,35.07863905,129.0735601,0.1413316786,5
26260,26260108,동래구,온천동,동래래미안아이파크,"110,131,210",6049,35.21071874,129.0736002,0.2129044531,4
26200,26200121,영도구,동삼동,동삼혁신지구입구,"101,190,30,30(심야),70,8,88(A)",4197,35.07532098,129.073675,0.1508312417,5
26200,26200121,영도구,동삼동,동삼삼거리,186,4193,35.08463695,129.0737985,0.2118945141,4
26260,26260108,동래구,온천동,동래럭키아파트,"148,200,307,44,50,57",6084,35.2060157,129.0738019,0.2946861095,4
26200,26200121,영도구,동삼동,동삼삼거리,186,4194,35.08438435,129.073814,0.2118945141,4
26200,26200121,영도구,동삼동,동삼초등학교,17,4170,35.079372,129.0740819,0.1952701492,5
26200,26200121,영도구,동삼동,동삼혁신지구입구.동삼교회,"101,17,190,30,30(심야),70,8",4196,35.07380395,129.074382,0.1783722284,5
26470,26470101,연제구,거제동,법원후문,54,13126,35.19294782,129.0744157,0.0372686998,5
26470,26470101,연제구,거제동,법원후문,"50,54",13127,35.19319184,129.0744648,0.0407215345,5
26200,26200121,영도구,동삼동,에일린의뜰2단지아파트,70,4213,35.07380151,129.0746559,0.1539741372,5
26200,26200121,영도구,동삼동,국립수산물품질관리원,186,4203,35.0788798,129.0747763,0.1901600782,5
26200,26200121,영도구,동삼동,한국해양수산연수원,186,4201,35.07646627,129.0749454,0.2606644252,4
26200,26200121,영도구,동삼동,아르떼뮤지엄·미창석유,17,4175,35.08565897,129.0749666,0.1760738337,5
26470,26470101,연제구,거제동,법원검찰청.거제역,"10,129-1,31,43,506,52,77",13137,35.1896623,129.0750275,0.2062779022,4
26470,26470101,연제구,거제동,화신아파트,"10,189",13002,35.19821456,129.0750535,0.2727757664,4
26470,26470101,연제구,거제동,거제역,"105,36,54",13153,35.18803579,129.0750904,0.4364989242,3
26260,26260108,동래구,온천동,동래럭키아파트,"111-1,121,148,148-1,189,200,307,44,46,50,57",6085,35.20581264,129.0751158,0.2610177192,4
26200,26200121,영도구,동삼동,국립수산물품질관리원,186,4202,35.07894605,129.0751178,0.1901600782,5
26470,26470101,연제구,거제동,거제역,"105,36,54",13152,35.18828694,129.0751889,0.4364989242,3
26470,26470101,연제구,거제동,법원검찰청.거제역,"10,129-1,31,43,506,52,77",13012,35.18919365,129.0752956,0.2401688356,4
26200,26200121,영도구,동삼동,한국해양수산연수원,186,4200,35.07643306,129.0753063,0.1760738337,5
26200,26200121,영도구,동삼동,에일린의뜰2단지아파트,"101,17,190,30,30(심야),8",4091,35.07257077,129.0753782,0.3387689392,4
26470,26470102,연제구,연산동,부산시청.시청역,"131,141",13040,35.17789728,129.0753886,0.2452176220,4
26260,26260108,동래구,온천동,원예고등학교,"1002(심야),110,131,210,77,80",6028,35.21375416,129.0754154,0.4039915156,3
26470,26470102,연제구,연산동,부산시청,"106,106(심야),110-1,131,141,179,29,86,87,99",13709,35.17839517,129.0754371,0.5744929934,3
26260,26260108,동래구,온천동,럭키아파트후문,77,6048,35.20987713,129.0754593,0.1762229630,5
26200,26200121,영도구,동삼동,한국해양과학기술원,"70,88(A)",4206,35.074454,129.0756015,0.2419413199,4
26290,26290109,남구,문현동,지게골역,"108,22,24,27,40,41,42,83,83-1",7052,35.13477802,129.0756453,0.3812417386,4
26290,26290109,남구,문현동,지게골역,"108,22,24,27,40,41,42,83,83-1",7053,35.13507528,129.0756529,0.3812417386,4
26260,26260109,동래구,사직동,화신아파트,"10,189",6140,35.19878064,129.0758294,0.3916520171,4
26200,26200121,영도구,동삼동,아르떼뮤지엄·미창석유,186,4216,35.08552833,129.0758751,0.1760738337,5
26200,26200121,영도구,동삼동,국제크루즈터미널입구,17,4191,35.08172382,129.0759117,0.1998839326,5
26200,26200121,영도구,동삼동,한국해양과학기술원,"70,88(A)",4205,35.07443861,129.0759738,0.2419413199,4
26290,26290109,남구,문현동,현대주유소,10,7030,35.14331191,129.0760116,0.4685617659,3
26290,26290109,남구,문현동,현대주유소,10,7217,35.14351713,129.0760183,0.4685617659,3
26200,26200121,영도구,동삼동,아르떼뮤지엄·미창석유,"17,186",4174,35.08580074,129.0760191,0.1760738337,5
26290,26290110,남구,우암동,우암초등학교,"134,138-1,168,23,26,26(아침),68",7076,35.12443177,129.0762724,0.1118887063,5
26200,26200121,영도구,동삼동,에덴금호아파트,"101,17,190,30,30(심야),8",4092,35.07150439,129.0763431,0.4626872157,3
26410,26410108,금정구,장전동,광명사,203,11193,35.23010325,129.0764148,0.1009992332,5
26290,26290110,남구,우암동,우암초등학교,"134,138-1,168,23,26,26(아침),68",7075,35.12471135,129.0764453,0.1118887063,5
26230,26230101,부산진구,양정동,세정고·양정119안전센터,"141(심야),20,5-1,57,62,63",5005,35.17508273,129.0764977,0.1456140797,5
26290,26290109,남구,문현동,문현현대아파트,"101,138",7186,35.14418541,129.076575,0.4075012965,3
26230,26230101,부산진구,양정동,세정고·양정119안전센터,"141(심야),20,5-1,57,62,63",5009,35.17488513,129.076587,0.1456140797,5
26410,26410108,금정구,장전동,양로원,203,11194,35.23125318,129.0766777,0.3013465754,4
26410,26410103,금정구,청룡동,하마마을,90,11167,35.27936343,129.0766986,0.0222723081,5
26200,26200121,영도구,동삼동,국제크루즈터미널입구,"17,186",4173,35.08132248,129.0767442,0.1333729471,5
26290,26290109,남구,문현동,문현현대아파트,"101,138",7032,35.1443174,129.0767633,0.4075012965,3
26410,26410108,금정구,장전동,광명사,203,11192,35.22966854,129.0767654,0.1009992332,5
26200,26200121,영도구,동삼동,에덴금호아파트,"101,17,190,30,8",4215,35.07172713,129.0768859,0.3468372392,4
26470,26470102,연제구,연산동,부산시청,"106,106(심야),110-1,179,29,86,87,99",13708,35.17993786,129.0769142,0.3672972430,4
26260,26260108,동래구,온천동,롯데백화점동래점,210,6078,35.21363606,129.0770179,0.2826614610,4
26200,26200121,영도구,동삼동,국제크루즈터미널입구,"17,186",4172,35.0802089,129.0773159,0.2254475057,4
26260,26260108,동래구,온천동,온천프라자,"1002(심야),110,131,77,80",6247,35.21531218,129.0773348,0.4097820310,3
26200,26200121,영도구,동삼동,한국해양대.부산해사고,"1006,186,70,88(A)",4199,35.07212105,129.0774058,0.1800772050,5
26200,26200121,영도구,동삼동,한국해양대.부산해사고,"1006,186,70,88(A)",4198,35.07244974,129.0774196,0.1813979337,5
26260,26260108,동래구,온천동,전자공고,"1002(심야),110,121,131,77,80",6027,35.21512004,129.0774941,0.3951762358,4
26260,26260108,동래구,온천동,럭키주유소,77,6047,35.2092538,129.0775496,0.3336582716,4
26470,26470101,연제구,거제동,거제1치안센터,"10,129-1,31,43,506,52,77",13011,35.19128113,129.0775507,0.2992271607,4
26470,26470102,연제구,연산동,부산지방노동청.국세청,"131,141",13041,35.17634505,129.0776437,0.2225148559,4
26260,26260109,동래구,사직동,부전교회,"100-1,129-1,31,43,506,77",6141,35.19982102,129.0777002,0.2608424675,4
26260,26260108,동래구,온천동,동래역,"100-1,111-1,121,144,148-1,183(심야),189,73(아침),77",6066,35.20591768,129.0777619,0.3215397034,4
26260,26260108,동래구,온천동,내성중학교,"100-1,129-1,31,43,506,77",6080,35.2029616,129.0778045,0.0941938063,5
26260,26260108,동래구,온천동,롯데백화점동래점,"100-1,111-1,121,144,148-1,183(심야),189,73(아침)",6046,35.2101971,129.0778307,0.2367779132,4
26470,26470102,연제구,연산동,부산지방노동청.국세청,"131,141",13042,35.17649429,129.0778483,0.2225148559,4
26470,26470101,연제구,거제동,연제자동차매매단지,100-1,13166,35.18887402,129.0779096,0.2867203989,4
