sgg_code,sgg_name,umd_code,umd_name,geometry,lat,lon,score,rank
26410,금정구,26410107,구서동,"POLYGON ((129.11561063661733 35.29644167102453, 129.11562855437376 35.29734301139369, 129.11672797949873 35.297328316587326, 129.11671004956233 35.29642697670541, 129.11561063661733 35.29644167102453))",35.256616003071294,129.09338594929412,0.4637755102040816,3
26410,금정구,26410102,노포동,"POLYGON ((129.09356919365106 35.294029408889266, 129.09358686544672 35.294930759360916, 129.0946862698383 35.294916265769224, 129.0946685858636 35.294014915778185, 129.09356919365106 35.294029408889266))",35.29640558274202,129.08426825035042,0.1147108843537415,5
26410,금정구,26410101,두구동,"POLYGON ((129.08583825548618 35.292327872934095, 129.085855840466 35.29322922704514, 129.0869552259802 35.29321480432572, 129.08693762882217 35.292313450692944, 129.08583825548618 35.292327872934095))",35.29688499476075,129.1161693049966,0.0,5
26410,금정구,26410102,노포동,"POLYGON ((129.07231452384394 35.27537429717023, 129.0723319479784 35.27627565969423, 129.07343111152394 35.276261365834756, 129.07341367522113 35.27536000378486, 129.07231452384394 35.27537429717023))",35.29447283828235,129.09412772868373,0.0,5
26410,금정구,26410102,노포동,"POLYGON ((129.1070774888629 35.254180933723276, 129.10709528418792 35.255082284186834, 129.10819414298305 35.255067682080494, 129.10817633550315 35.25416633210138, 129.1070774888629 35.254180933723276))",35.29277133958237,129.08639673767252,0.0408163265306122,5
26410,금정구,26410103,청룡동,"POLYGON ((129.08496000115434 35.24725998608265, 129.08497754714202 35.2481613473027, 129.08607632440655 35.248146948483715, 129.08605876626766 35.2472455877414, 129.08496000115434 35.24725998608265))",35.275817832453406,129.07287281462584,0.0,5
26410,금정구,26410106,오륜동,"POLYGON ((129.10200830309802 35.219987743922026, 129.1020260198888 35.22088910172661, 129.10312442032995 35.22087455786365, 129.10310669140463 35.21997320054177, 129.10200830309802 35.219987743922026))",35.254624308854716,129.10763581286787,0.0085034013605442,5
26410,금정구,26410107,구서동,"POLYGON ((129.08040749142768 35.239205205199006, 129.08042498182002 35.240106569605466, 129.08152365285434 35.24009221495742, 129.0815061503155 35.23919085102728, 129.08040749142768 35.239205205199006))",35.24770346823414,129.08551815972652,0.3433248299319728,4
26410,금정구,26410110,서동,"POLYGON ((129.09203474684062 35.21561137332781, 129.09205235051098 35.21651273617273, 129.0931506973432 35.21649828435429, 129.09313308154069 35.21559692198906, 129.09203474684062 35.21561137332781))",35.220431151844195,129.10256635866398,0.5715986394557824,3
26410,금정구,26410108,장전동,"POLYGON ((129.09389126771197 35.25435537530867, 129.093908917176 35.25525673155972, 129.09500778541627 35.2552422491313, 129.09499012379692 35.25434089336072, 129.09389126771197 35.25435537530867))",35.23964871102857,129.08096556908825,0.4380527210884353,3
26260,동래구,26260107,명륜동,"POLYGON ((129.08607632440655 35.248146948483715, 129.086093883325 35.24904830908387, 129.08719267196173 35.24903389981598, 129.08717510089156 35.2481325396939, 129.08607632440655 35.248146948483715))",35.21605482979153,129.0925927190426,0.0766581632653061,5
26410,금정구,26410107,구서동,"POLYGON ((129.10681530446664 35.29655886600429, 129.10683312478199 35.29746021025957, 129.10793255625572 35.297445595361225, 129.1079147237601 35.29654425159054, 129.10681530446664 35.29655886600429))",35.25479881317184,129.09444952350907,0.290093537414966,4
26410,금정구,26410107,구서동,"POLYGON ((129.09348554622935 35.23362414228291, 129.09350317768045 35.23452550180477, 129.09460176648577 35.23451103042458, 129.0945841228918 35.23360967138293, 129.09348554622935 35.23362414228291))",35.248590425100915,129.08663449513006,0.160671768707483,5
26410,금정구,26410101,두구동,"POLYGON ((129.11534970088883 35.22792472877634, 129.1153675704302 35.22882607948511, 129.11646607062156 35.228811411716556, 129.11644818894123 35.22791006149456, 129.11534970088883 35.22792472877634))",35.29700223163693,129.1073739272998,0.0017006802721088,5
26410,금정구,26410109,부곡동,"POLYGON ((129.08924950577625 35.24179417406673, 129.08926709568246 35.24269553422683, 129.0903657969271 35.242681098398926, 129.09034819487303 35.24177973871784, 129.08924950577625 35.24179417406673))",35.2340675873049,129.09404365330556,0.2474489795918367,4
26410,금정구,26410112,회동동,"POLYGON ((129.11423335543347 35.227038034757584, 129.1142512120431 35.22793938609517, 129.11534970088883 35.22792472877634, 129.11533183214075 35.22702337792518, 129.11423335543347 35.227038034757584))",35.22836807119906,129.11590788270397,0.7232568027210884,2
26410,금정구,26410109,부곡동,"POLYGON ((129.08492491151586 35.24545726321618, 129.08494245594562 35.246358624720486, 129.08604120890826 35.24634422685697, 129.08602365232832 35.245442865830384, 129.08492491151586 35.24545726321618))",35.24223763718394,129.08980764829855,0.482015306122449,3
26410,금정구,26410112,회동동,"POLYGON ((129.09440773002774 35.22459607314614, 129.09442536579027 35.225497433609654, 129.0955238324081 35.22548295706892, 129.09550618450808 35.224581597085866, 129.09440773002774 35.22459607314614))",35.227481382719446,129.11479152511004,0.4842261904761905,3
26410,금정구,26410107,구서동,"POLYGON ((129.083341095129 35.27703362956741, 129.08335864250364 35.277934987051246, 129.08445782262126 35.277920592424444, 129.08444026307754 35.277019235418045, 129.083341095129 35.27703362956741))",35.24590074598747,129.08548305715834,0.825,1
26410,금정구,26410109,부곡동,"POLYGON ((129.1142512120431 35.22793938609517, 129.11426906944547 35.2288407372904, 129.1153675704302 35.22882607948511, 129.11534970088883 35.22792472877634, 129.1142512120431 35.22793938609517))",35.225039516058466,129.09496577816725,0.7957908163265306,2
26410,금정구,26410103,청룡동,"POLYGON ((129.26785117482603 35.36914047432898, 129.26787083319982 35.37004173289878, 129.2689711566407 35.37002562566108, 129.26895148604706 35.36912436762484, 129.26785117482603 35.36914047432898))",35.27747711194772,129.08389945581675,0.0034013605442176,5
26410,금정구,26410112,회동동,"POLYGON ((129.22293800662152 35.32741622699456, 129.22295713621588 35.32831751338876, 129.22405692032314 35.328301831114864, 129.2240377785329 35.327400545240415, 129.22293800662152 35.32741622699456))",35.22838273374267,129.11480938818542,0.2253401360544217,4
